client_id,le_id,sub_prof_id,orig_customer_name,customer_name,cust_seg,cust_seg_desc,status_code,onboard_date,client_size,inc_num,mth_end,src,cty
C100027,LE028,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,K,Global corporate,Active,14-05-2018,Small,DEFAULT,01-07-2020,SCI,SG
C100028,LE029,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,30,Business Clients,Active,05-04-2005,Large,DEFAULT,27-07-2012,SCI,SG
C100029,LE030,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,30,Business Clients,Active,18-08-2012,Medium,DEFAULT,02-07-2012,SCI,SG
C100030,LE031,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,A,Local Corporate,Active,06-03-2015,Medium,DEFAULT,27-01-2010,SCI,SG
C100031,LE032,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,MM,Middle market,Active,02-02-2022,Medium,DEFAULT,03-01-2014,SCI,SG
C100032,LE033,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,A,Local Corporate,Active,11-09-2011,Medium,DEFAULT,21-05-2021,SCI,SG
C100033,LE034,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,30,Business Clients,Active,07-02-2022,Small,DEFAULT,16-08-2013,SCI,SG
C100034,LE035,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,30,Business Clients,Active,06-07-2007,Small,DEFAULT,21-02-2018,SCI,SG
C100035,LE036,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,MM,Middle market,Active,28-05-2010,Large,DEFAULT,22-09-2022,SCI,SG
C100036,LE037,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,30,Business Clients,Active,26-11-2015,Small,DEFAULT,21-07-2011,SCI,SG
C100037,LE038,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,ME,Medium enterprises,Active,30-08-2015,Small,DEFAULT,01-05-2022,SCI,SG
C100038,LE039,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,MM,Middle market,Active,10-08-2018,Large,DEFAULT,29-06-2019,SCI,SG
C100039,LE040,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,A,Local Corporate,Active,10-12-2021,Large,DEFAULT,06-07-2014,SCI,SG
C100040,LE041,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,MM,Middle market,Active,25-01-2020,Medium,DEFAULT,18-05-2018,SCI,SG
C100041,LE042,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,A,Local Corporate,Active,16-02-2015,Large,DEFAULT,18-09-2012,SCI,SG
C100042,LE043,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,A,Local Corporate,Active,01-08-2012,Medium,DEFAULT,22-06-2010,SCI,SG
C100043,LE044,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,ME,Medium enterprises,Active,28-02-2005,Medium,DEFAULT,05-08-2011,SCI,SG
C100044,LE045,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,MM,Middle market,Active,15-09-2005,Medium,DEFAULT,30-05-2017,SCI,SG
C100045,LE046,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,30,Business Clients,Active,01-04-2011,Small,DEFAULT,20-11-2020,SCI,SG
C100046,LE047,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,ME,Medium enterprises,Active,23-03-2021,Medium,DEFAULT,22-10-2022,SCI,SG
C100047,LE048,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,MM,Middle market,Active,11-08-2015,Medium,DEFAULT,17-02-2019,SCI,SG
C100048,LE049,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,K,Global corporate,Active,13-10-2019,Medium,DEFAULT,02-09-2019,SCI,SG
C100049,LE050,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,30,Business Clients,Active,23-06-2015,Large,DEFAULT,20-03-2011,SCI,SG
C100050,LE051,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,30,Business Clients,Active,02-05-2021,Medium,DEFAULT,11-08-2017,SCI,SG
C100051,LE052,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,A,Local Corporate,Active,08-04-2009,Medium,DEFAULT,11-01-2022,SCI,SG
C100052,LE053,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,N,Financial Institution,Active,12-02-2009,Medium,DEFAULT,31-03-2016,SCI,SG
C100053,LE054,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,E,Commodity Traders & Agriculture,Active,10-09-2006,Small,DEFAULT,10-12-2019,SCI,SG
C100054,LE055,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,A,Local Corporate,Active,15-02-2017,Large,DEFAULT,01-05-2010,SCI,SG
C100055,LE056,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,A,Local Corporate,Active,21-04-2010,Large,DEFAULT,24-09-2013,SCI,SG
C100056,LE057,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,NA,Not applicable,Active,18-10-2009,Small,DEFAULT,30-12-2018,SCI,SG
C100057,LE058,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,K,Global corporate,Active,18-01-2005,Small,DEFAULT,04-10-2018,SCI,SG
C100058,LE059,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,MM,Middle market,Active,11-08-2022,Large,DEFAULT,16-03-2020,SCI,SG
C100059,LE060,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,N,Financial Institution,Active,21-05-2021,Medium,DEFAULT,19-06-2022,SCI,SG
C100060,LE061,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,MM,Middle market,Active,28-08-2011,Small,DEFAULT,19-11-2014,SCI,SG
C100061,LE062,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,A,Local Corporate,Active,28-02-2017,Large,DEFAULT,15-05-2011,SCI,SG
C100062,LE063,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,A,Local Corporate,Active,07-02-2018,Medium,DEFAULT,10-09-2020,SCI,SG
C100063,LE064,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,MM,Middle market,Active,23-05-2016,Small,DEFAULT,19-10-2011,SCI,SG
C100064,LE065,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,30,Business Clients,Active,11-07-2006,Medium,DEFAULT,11-04-2015,SCI,SG
C100065,LE066,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,E,Commodity Traders & Agriculture,Active,11-10-2017,Medium,DEFAULT,10-07-2015,SCI,SG
C100066,LE067,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,30,Business Clients,Active,28-05-2014,Medium,DEFAULT,03-02-2023,SCI,SG
C100067,LE068,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,S,Own account,Active,01-08-2009,Medium,DEFAULT,17-01-2017,SCI,SG
C100068,LE069,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,K,Global corporate,Active,09-12-2007,Small,DEFAULT,23-09-2016,SCI,SG
C100069,LE070,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,A,Local Corporate,Active,12-11-2021,Small,DEFAULT,18-08-2011,SCI,SG
C100070,LE071,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,S,Own account,Dormant,31-03-2007,Medium,DEFAULT,24-08-2011,SCI,SG
C100071,LE072,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,HV,High value small business,Active,22-12-2007,Medium,DEFAULT,30-10-2017,SCI,SG
C100072,LE073,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,A,Local Corporate,Active,16-04-2013,Large,DEFAULT,23-05-2016,SCI,SG
C100073,LE074,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,K,Global corporate,Active,09-03-2017,Medium,DEFAULT,14-10-2016,SCI,SG
C100074,LE075,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,30,Business Clients,Active,18-11-2019,Medium,DEFAULT,28-04-2012,SCI,SG
C100075,LE076,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,N,Financial Institution,Active,27-05-2007,Medium,DEFAULT,30-05-2022,SCI,SG
C100076,LE077,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,30,Business Clients,Active,26-07-2018,Medium,DEFAULT,22-09-2014,SCI,SG
C100077,LE078,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,S,Own account,Active,24-03-2019,Medium,DEFAULT,03-12-2015,SCI,SG
C100078,LE079,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,ME,Medium enterprises,Active,24-12-2023,Small,DEFAULT,21-02-2011,SCI,SG
C100079,LE080,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,A,Local Corporate,Active,09-08-2023,Small,DEFAULT,16-03-2016,SCI,SG
C100080,LE081,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,A,Local Corporate,Active,19-04-2022,Medium,DEFAULT,07-12-2012,SCI,SG
C100081,LE082,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,K,Global corporate,Active,29-11-2014,Medium,DEFAULT,17-05-2022,SCI,SG
C100082,LE083,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,30,Business Clients,Active,06-07-2007,Small,DEFAULT,09-09-2011,SCI,SG
C100083,LE084,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,A,Local Corporate,Active,21-09-2023,Large,DEFAULT,13-04-2018,SCI,SG
C100084,LE085,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,30,Business Clients,Active,09-12-2005,Medium,DEFAULT,30-11-2016,SCI,SG
C100085,LE086,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,ME,Medium enterprises,Active,09-11-2022,Large,DEFAULT,23-11-2010,SCI,SG
C100086,LE087,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,K,Global corporate,Active,07-08-2010,Medium,DEFAULT,22-04-2012,SCI,SG
C100087,LE088,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,K,Global corporate,Active,12-02-2014,Large,DEFAULT,03-12-2023,SCI,SG
C100088,LE089,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,ME,Medium enterprises,Active,24-04-2010,Medium,DEFAULT,24-08-2013,SCI,SG
C100089,LE090,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,NA,Not applicable,Active,23-07-2005,Large,DEFAULT,09-01-2014,SCI,SG
C100090,LE091,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,A,Local Corporate,Active,27-03-2014,Large,DEFAULT,26-07-2015,SCI,SG
C100091,LE092,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,NA,Not applicable,Active,23-09-2020,Small,DEFAULT,04-06-2012,SCI,SG
C100092,LE093,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,A,Local Corporate,Active,23-07-2015,Medium,DEFAULT,28-12-2014,SCI,SG
C100093,LE094,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,MM,Middle market,Active,29-04-2015,Medium,DEFAULT,04-11-2017,SCI,SG
C100094,LE095,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,K,Global corporate,Active,08-02-2010,Medium,DEFAULT,01-01-2015,SCI,SG
C100095,LE096,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,30,Business Clients,Active,02-04-2011,Small,DEFAULT,23-07-2011,SCI,SG
C100096,LE097,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,N,Financial Institution,Active,05-06-2016,Medium,DEFAULT,19-12-2018,SCI,SG
C100097,LE098,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,A,Local Corporate,Active,03-08-2007,Medium,DEFAULT,10-11-2015,SCI,SG
C100098,LE099,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,ME,Medium enterprises,Active,15-12-2010,Small,DEFAULT,10-11-2010,SCI,SG
C100099,LE100,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,MM,Middle market,Active,02-10-2012,Small,DEFAULT,13-01-2017,SCI,SG
C100100,LE101,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,K,Global corporate,Active,21-06-2016,Large,DEFAULT,05-08-2012,SCI,SG
C100101,LE102,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,50,Private Banking,Active,07-04-2009,Small,DEFAULT,18-09-2015,SCI,SG
C100102,LE103,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,K,Global corporate,Active,14-01-2005,Large,DEFAULT,30-08-2021,SCI,SG
C100103,LE104,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,30,Business Clients,Active,28-07-2006,Medium,DEFAULT,28-05-2017,SCI,SG
C100104,LE105,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,18-10-2007,Large,DEFAULT,26-09-2016,SCI,SG
C100105,LE106,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,K,Global corporate,Active,26-04-2012,Medium,DEFAULT,10-01-2019,SCI,SG
C100106,LE107,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,ME,Medium enterprises,Active,21-04-2009,Medium,DEFAULT,07-06-2019,SCI,SG
C100107,LE108,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,ME,Medium enterprises,Active,26-11-2008,Medium,DEFAULT,22-10-2023,SCI,SG
C100108,LE109,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,A,Local Corporate,Active,13-09-2023,Small,DEFAULT,04-01-2010,SCI,SG
C100109,LE110,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,K,Global corporate,Active,23-08-2014,Small,DEFAULT,04-01-2023,SCI,SG
C100110,LE111,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,ME,Medium enterprises,Active,02-12-2014,Medium,DEFAULT,17-10-2014,SCI,SG
C100111,LE112,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,09-11-2022,Medium,DEFAULT,22-10-2013,SCI,SG
C100112,LE113,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,A,Local Corporate,Active,22-11-2019,Medium,DEFAULT,21-11-2023,SCI,SG
C100113,LE114,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,S,Own account,Active,06-11-2021,Medium,DEFAULT,09-04-2015,SCI,SG
C100114,LE115,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,N,Financial Institution,Active,20-06-2009,Medium,DEFAULT,22-04-2013,SCI,SG
C100115,LE116,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,MM,Middle market,Dormant,17-09-2018,Medium,DEFAULT,20-08-2011,SCI,SG
C100116,LE117,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,K,Global corporate,Active,16-02-2019,Medium,DEFAULT,29-11-2022,SCI,SG
C100117,LE118,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,50,Private Banking,Active,12-08-2013,Small,DEFAULT,01-02-2021,SCI,SG
C100118,LE119,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,A,Local Corporate,Active,19-09-2019,Large,DEFAULT,15-02-2010,SCI,SG
C100119,LE120,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,K,Global corporate,Active,28-11-2009,Large,DEFAULT,11-12-2013,SCI,SG
C100120,LE121,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,S,Own account,Active,04-08-2010,Small,DEFAULT,21-09-2012,SCI,SG
C100121,LE122,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,N,Financial Institution,Active,04-06-2015,Medium,DEFAULT,30-11-2021,SCI,SG
C100122,LE123,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,05-12-2014,Small,DEFAULT,28-09-2023,SCI,SG
C100123,LE124,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,E,Commodity Traders & Agriculture,Active,16-04-2017,Small,DEFAULT,01-01-2020,SCI,SG
C100124,LE125,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,S,Own account,Active,25-08-2015,Small,DEFAULT,04-02-2020,SCI,SG
C100125,LE126,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,A,Local Corporate,Active,03-11-2023,Medium,DEFAULT,21-03-2016,SCI,SG
C100126,LE127,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,MM,Middle market,Active,28-02-2011,Medium,DEFAULT,13-11-2019,SCI,SG
C100127,LE128,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,50,Private Banking,Active,05-04-2010,Medium,DEFAULT,04-02-2016,SCI,SG
C100128,LE129,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,NA,Not applicable,Active,11-02-2017,Medium,DEFAULT,23-10-2011,SCI,SG
C100129,LE130,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,K,Global corporate,Active,04-08-2013,Large,DEFAULT,05-06-2013,SCI,SG
C100130,LE131,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,K,Global corporate,Active,22-02-2014,Small,DEFAULT,03-06-2017,SCI,SG
C100131,LE132,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,30,Business Clients,Active,22-08-2009,Medium,DEFAULT,04-06-2019,SCI,SG
C100132,LE133,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,MM,Middle market,Active,06-02-2018,Small,DEFAULT,10-06-2010,SCI,SG
C100133,LE134,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,ME,Medium enterprises,Active,21-11-2012,Small,DEFAULT,12-09-2016,SCI,SG
C100134,LE135,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,A,Local Corporate,Active,30-09-2023,Medium,DEFAULT,26-05-2019,SCI,SG
C100135,LE136,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,MM,Middle market,Active,14-02-2011,Small,DEFAULT,11-10-2019,SCI,SG
C100136,LE137,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,MM,Middle market,Active,16-07-2012,Small,DEFAULT,26-01-2019,SCI,SG
C100137,LE138,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,K,Global corporate,Active,12-11-2007,Medium,DEFAULT,16-12-2023,SCI,SG
C100138,LE139,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,MM,Middle market,Active,15-11-2019,Medium,DEFAULT,11-08-2010,SCI,SG
C100139,LE140,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,ME,Medium enterprises,Active,17-01-2008,Small,DEFAULT,10-05-2020,SCI,SG
C100140,LE141,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,N,Financial Institution,Active,03-07-2013,Medium,DEFAULT,05-05-2017,SCI,SG
C100141,LE142,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,A,Local Corporate,Active,27-07-2012,Large,DEFAULT,03-07-2018,SCI,SG
C100142,LE143,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,K,Global corporate,Active,30-08-2023,Large,DEFAULT,16-06-2019,SCI,SG
C100143,LE144,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,HV,High value small business,Active,20-07-2015,Medium,DEFAULT,08-06-2010,SCI,SG
C100144,LE145,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,A,Local Corporate,Dormant,06-11-2012,Medium,DEFAULT,11-01-2015,SCI,SG
C100145,LE146,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,30,Business Clients,Active,15-08-2019,Large,DEFAULT,26-11-2010,SCI,SG
C100146,LE147,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,MM,Middle market,Active,16-06-2005,Medium,DEFAULT,08-12-2023,SCI,SG
C100147,LE148,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,30,Business Clients,Active,16-08-2015,Medium,DEFAULT,26-07-2012,SCI,SG
C100148,LE149,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,ME,Medium enterprises,Active,01-10-2010,Medium,DEFAULT,10-04-2018,SCI,SG
C100149,LE150,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,K,Global corporate,Active,11-10-2021,Large,DEFAULT,27-07-2012,SCI,SG
C100150,LE151,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,30,Business Clients,Active,05-06-2007,Medium,DEFAULT,24-12-2022,SCI,SG
C100151,LE152,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,K,Global corporate,Active,02-06-2013,Medium,DEFAULT,24-11-2018,SCI,SG
C100152,LE153,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,ME,Medium enterprises,Active,28-06-2020,Small,DEFAULT,13-06-2015,SCI,SG
C100153,LE154,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,K,Global corporate,Active,07-10-2011,Medium,DEFAULT,20-06-2023,SCI,SG
C100154,LE155,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,MM,Middle market,Active,11-09-2017,Medium,DEFAULT,03-12-2010,SCI,SG
C100155,LE156,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,E,Commodity Traders & Agriculture,Active,03-11-2019,Large,DEFAULT,24-04-2018,SCI,SG
